quality;label_mid;label_high;text_full
1;prawo karne materialne;prawo karne;czy klientka mogłaby zostać skierowana do pracy na innym oddziale który nie jest związany z jej specjalizacją i umiejętnościami czy w razie skierowania klientki na oddział niezwiązany z jej specjalizacją i umiejętnościami ponosi ona jakąkolwiek odpowiedzialność prawną karną cywilną dyscyplinarną czy umownie mogłaby być zwolniona z odpowiedzialności czy w razie skierowania klientki na oddział wykraczający poza jej specjalizację i umiejętności może ona natychmiastowo rozwiązać umowę
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może bez rezygnacji z funkcji kierownika jednej apteki objąć funkcję kierownika w innej aptece czy kierownik apteki może być zatrudniony na pół etatu
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka może bez zgody pacjentki zgłosić się z prośbą o opinię do konsultanta wojewódzkiego w sprawie obecnego stanu i efektów leczenia
1;prawo karne materialne;prawo karne;czy klientka może być powołana do zwalczania epidemii na stanowisko inne niż lekarz pediatra jakie konsekwencje grożą klientce jeżeli nie stawi się w miejscu skierowania na jakich zasadach jest nakładana kara za niestawienie się w miejscu skierowania czy w przypadku gdy szpital nie zapewni klientce środków ochrony osobistej może ona odmówić pracy przy zwalczaniu epidemii czy obowiązkowe ubezpieczenie oc klientki będzie obowiązywało w miejscu w którym zostanie skierowana klientka jak kształtuje się odpowiedzialność lekarza skierowanego do pracy przy zwalczaniu epidemii za ewentualne błędy medyczne jakie uprawnienia wynikające ze stosunku pracy ma lekarz skierowany do zwalczania epidemii
1;covid;prawo medyczne;czy klientka może być skierowana do pracy przy zwalczaniu epidemii
1;covid;prawo medyczne;czy klientka może być skierowana do pracy przy zwalczaniu epidemii jak rozumieć definicję choroby przewlekłej w świetle art  ust  pkt  ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może być skierowana do zwalczania epidemii decyzją wojewody
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może być uznana za lekarza systemu
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może być zobowiązana do pełnienia dyżurów medycznych w soboty czy klientka może pracować w szpitalu przez  godzin dziennie czy pracodawca może odmówić klientce wykorzystania urlopu z poprzednich lat jeśli tak to czy klientce należy się ekwiwalent na niewykorzystany urlop
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może cofnąć wypowiedzenie umowy o pracę rezydentura czy wojewoda musi wyznaczyć inne miejsce odbywania rezydentury jeżeli lekarz medycyny pracy stwierdzi że klientka nie może pracować w szpitalu covidowym w wielkopolsce
1;prawo cywilne procesowe;prawo cywilne;czy klientka może dochodzić zwrotu wartości zapłaconych kar w toczącej się sprawie sądowej o podział majątku wspólnego
-1;inne  praw farmaceutyczne;prawo farmaceutyczne;czy klientka może dokonać korekty zamkniętego okresu rozliczeniowego
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może dokonywać biopsji bez radiologa i bez szkolenia
1;prawo administracyjne materialne;prawo administracyjne;czy klientka może domagać się w przedmiotowej sprawie odszkodowania
1;covid;prawo medyczne;czy klientka może domagać się zapłaty dodatku covidowego za grudzień  r
1;covid;prawo medyczne;czy klientka może domagać się zapłaty dodatku covidowego za miesiące listopad i grudzień  r oraz styczeń i kwiecień  r
1;ustawa kodeks pracy;prawo pracy;czy klientka może domagać się zapłaty kary umownej przez niedoszłego pracodawcę
1;ustawa kodeks pracy;prawo pracy;czy klientka może dwukrotnie w roku skorzystać z dwutygodniowego urlopu wypoczynkowego
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może jednocześnie zmienić miejsce wykonywania specjalizacji i spróbować dostać się na specjalizację z dermatologii
1;inne â praw medyczne;prawo medyczne;czy klientka może korzystać z dotychczasowych druków recept
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może korzystać z kasy zarejestrowanej na indywidualną praktykę lekarską z którą klientka współpracuje kto ponosi ewentualne konsekwencje gdyby klientka musiała korzystać z własnej kasy fiskalnej jaka jest kara i komu jest wymierzana czy klientka ma obowiązek wprowadzenia kasy online
1;prawo karne procesowe;prawo karne;czy klientka może korzystać z pełnomocnika podczas przesłuchania przez rzecznika odpowiedzialności zawodowej czy odmowa udziału pełnomocnika w przesłuchaniu świadka była uzasadniona
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może legalnie wynajmować gabinet od osoby prowadzącej indywidualną praktykę lekarską
1;inne â praw medyczne;prawo medyczne;czy klientka może nadal prowadzić terapię małoletniego
1;covid;prawo medyczne;czy klientka może nadal zgłosić swoich pracowników do szczepień przeciwko covid
1;prawo administracyjne materialne;prawo administracyjne;czy klientka może nadbudować budynek o pół piętra
1;prawo karne materialne;prawo karne;czy klientka może nagrywać wizytę pacjenta w gabinecie
-1;ustawa kodeks pracy;prawo pracy;czy klientka może nawiązać współpracę ze stomatologiem
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może negocjować pracę w wymiarze  lub  dni w tygodniu jakie załączniki stanowią integralną część umowy czy szpital będzie mógł zmienić miejsce wykonywania świadczeń z pracowni na poradnię dlaczego w   pkt  umowy jest mowa o dniach roboczych jeżeli w materiałach informacyjnych nie ma tego zapisu
1;prawo karne materialne;prawo karne;czy klientka może nie zgodzić się na nagrywanie wizyty czy klientka może odmówić leczenia w przypadku gdy pacjent odmówi wyłączenia kamery czy honorowy dawca krwi powinien zostać przyjęty przez lekarza bez kolejki
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może odmówić leczenia pacjenta
-1;prawo administracyjne materialne;prawo administracyjne;czy klientka może odmówić leczenia pacjenta którego ojciec odmawia zmierzenia sobie temperatury i nie nosi maseczki czy pacjent może być zobowiązany do wypełnienia ankiety wstępnej kwalifikacji
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka może odmówić pacjentce i nie udostępnić jej dokumentacji medycznej
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może odmówić wykonania polecenia pracodawcy
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może odmówić wykonywania dyżurów w godzinach popołudniowych bez konieczności ich odrabiania
1;prawo administracyjne materialne;prawo administracyjne;czy klientka może odstąpić od kredytu konsumenckiego zawartego przy sprzedaży na raty
1;ubezpieczeniowe;prawo cywilne;czy klientka może odwołać się od decyzji warta czy klientka może odwołać się od decyzji axa
1;prawo administracyjne materialne;prawo administracyjne;czy klientka może odzyskać zapłaconą kwotę w jaki sposób klientka może uwolnić się od uciążliwych telefonów
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może otrzymać skierowanie przez wojewodę do innej jednostki poza miejsce odbywania stażu jakie w związku z tym będą prawa i obowiązki klientki
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może pełnić dyżury medyczne na oddziale położnictwa na podstawie umowy kontraktowej
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może pełnić funkcję zastępcy kierownika apteki
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może podjąć dodatkową pracę w ośrodku rehabilitacyjnym niebędącym jednostką macierzystą w której odbywa ona staż podyplomowy
1;prawo administracyjne materialne;prawo administracyjne;czy klientka może podjąć jeszcze jakieś kroki w przedmiotowej sprawie czy istnieje inna instytucja do której klientka mogłaby zgłosić zaistniałą sytuację
1;rzeczowe;prawo cywilne;czy klientka może podjąć skuteczne kroki dążące do obniżenia opłat utrzymania miejsc parkingowych
1;rzeczowe;prawo cywilne;czy klientka może podjąć skuteczne kroki w celu uchylenia uchwały wspólnoty mieszkaniowej
1;ustawa kodeks pracy;prawo pracy;czy klientka może podważyć wypowiedzenie warunków pracy
-1;covid;prawo medyczne;czy klientka może pojechać na działkę z partnerem
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może ponosić odpowiedzialność w niniejszej sytuacji
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może ponosić odpowiedzialność za leczenie kanałowe dokonane  lat temu
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka może powołać się na klauzulę sumienia
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka może powołać się na klauzulę sumienia
1;inne â praw medyczne;prawo medyczne;czy klientka może pracować jako kosmetyczka oraz wykonywać zabiegi laserowe w zakresie w jakim takie zabiegi mogą wykonywać kosmetyczki czy w takiej działalności może zatrudnić przeszkoloną osobę do obsługi komory hiperbarycznej czy klientka może się reklamować na stronie internetowej i być administratorem takiej strony czy bezpieczniej byłoby utworzyć spółkę z oo gdzie klientka byłaby jednym ze wspólników jakie formy działalności do używania komory hiperbarycznej i lasera są dozwolone i bezpieczne
-1;covid;prawo medyczne;czy klientka może pracować w innych miejscach
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może prowadzić sprzedaż wysyłkową kosmetyków przez stronę internetową apteki
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może przechowywać suplementy diety w przejściu pomiędzy izbą ekspedycyjną a gabinetem kierownika apteki
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może przekształcić aptekę w spółkę w jaki sposób przebiega przeniesienie zezwolenia na prowadzenie apteki czy w omawianej sprawie możliwe jest przeniesienie zezwolenia na prowadzenie apteki czy w przypadku założenia nowej spółki klientka będzie musiała dostosować aptekę do obecnie obowiązujących przepisów i wydzielić izbę recepturową
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może przestać dyżurować w związku z treścią art i ust d ustawy o zawodach lekarza i lekarza dentysty czy oświadczenie o wychowywaniu dziecka do lat  ma skutek natychmiastowy dla pracodawcy
1;inne â praw medyczne;prawo medyczne;czy klientka może przyjąć na terapię dziecko w gabinecie psychologicznym jeżeli nie posiada informacji czy jej ojciec wyraża na to zgodę
1;podatki poĺrednie;prawo podatkowe;czy klientka może rejestrować należności pobierane od pacjentów na kasie podmiotu leczniczego z którym będzie współpracować czy powinna korzystać z własnej kasy fiskalnej
1;podatki poĺrednie;prawo podatkowe;czy klientka może rejestrować należności pobierane od pacjentów na kasie podmiotu leczniczego z którym będzie współpracować czy powinna korzystać z własnej kasy fiskalnej co powinna zrobić klientka z kasą fiskalną dotychczas używaną w zawieszonej działalności gospodarczej
1;ustawa kodeks pracy;prawo pracy;czy klientka może rozpocząć inną pracę u innego pracodawcy nie rezygnując z urlopu wychowawczego czy klientka może zatrudnić się na pół etatu czy na cały etat czy chcąc rozpocząć pracę u innego pracodawcy na cały etat klientka musi najpierw zakończyć okres wypowiedzenia czy może już pracować w tym czasie czy pracując w dziale pharmacovigilance w firmie farmaceutycznej po  latach klientka straci uprawnienia do pracy w aptece ogólnodostępnej
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może samodzielnie pełnić dyżury na oddziale covidowym
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może samodzielnie wytwarzać korony protetyczne czy klientka może sprzedawać wytworzone korony innym lekarzom
1;inne  praw pracy;prawo pracy;czy klientka może się odwołać od obniżenia premii do sądu pracy
1;prawo karne procesowe;prawo karne;czy klientka może się odwołać od zapisu w notatce policyjnej który jest nierzetelny i niezgodny z zaistniałym zdarzeniem czy dokumenty historii choroby syna klientki wpływają na kwalifikację prawną zdarzenia w kwestii czy doszło do wypadku drogowego czy kolizji czy policja powinna była poinformować męża i syna klientki o zakończeniu prowadzenia postępowania
1;prawo administracyjne materialne;prawo administracyjne;czy klientka może się ubiegać o mieszkanie z wojska
1;ustawa kodeks pracy;prawo pracy;czy klientka może skorzystać z obniżenia wymiaru etatu wynikającego z uprawnienia do urlopu wychowawczego
-1;covid;prawo medyczne;czy klientka może skorzystać z uprawnień przysługujących w ramach tzw tarczy antykryzysowej dla samozatrudnionych
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może skrócić czas otwarcia apteki
1;prawo cywilne procesowe;prawo cywilne;czy klientka może skutecznie doprowadzić do wstrzymania zniesienia współwłasności kto powinien ponieść koszty zniesienia współwłasności
1;ustawa kodeks pracy;prawo pracy;czy klientka może skutecznie wycofać wypowiedzenie umowy o pracę jeśli minie okres wypowiedzenia
1;rzeczowe;prawo cywilne;czy klientka może sprzedać mieszkanie córki
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może sprzedać szczepionki na zapotrzebowanie przychodni w większej ilości
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może świadczyć usługi medycyny estetycznej w gabinecie kosmetycznym swojej córki
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka może świadczyć usługi medycyny estetycznej w gabinecie kosmetycznym swojej znajomej czy klientka nadal będzie mogła rozliczać się kartą podatkową
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka może ubiegać się o możliwość wypisywania recept pro auctore jeżeli obecnie klientka nie wykonuje zawodu
1;ustawa kodeks pracy;prawo pracy;czy klientka może ubiegać się o odszkodowanie za nierówne traktowanie w pracy wysyłając pismo do dyrekcji czy odszkodowania należy dochodzić przed sądem czy w przypadku otrzymania wypowiedzenia umowy o pracę należy je podpisać
